,user_id,ISBN,rating,title,author,Image,publisher,number of ratings
159790,11676,373218443,8,Navy Wife (Silhouette Romance),Debbie Macomber,http://images.amazon.com/images/P/0373218443.01.LZZZZZZZ.jpg,Silhouette Books,21
159986,11676,373250452,7,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,http://images.amazon.com/images/P/0373250452.01.LZZZZZZZ.jpg,Red Dress Ink,20
160207,11676,373483503,10,Macgregor Brides (Macgregors),Nora Roberts,http://images.amazon.com/images/P/0373483503.01.LZZZZZZZ.jpg,Silhouette,52
160349,11676,373483899,10,The Macgregors: Alan - Grant (The Macgregors),Nora Roberts,http://images.amazon.com/images/P/0373483899.01.LZZZZZZZ.jpg,Silhouette,29
160639,11676,373711646,6,"Those Christmas Angels (Harlequin Superromance, 1164)",Debbie Macomber,http://images.amazon.com/images/P/0373711646.01.LZZZZZZZ.jpg,Harlequin,20
160997,11676,375400117,9,Memoirs of a Geisha,Arthur Golden,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,Alfred A. Knopf,26
161228,11676,375700269,6,Evening,SUSAN MINOT,http://images.amazon.com/images/P/0375700269.01.LZZZZZZZ.jpg,Vintage,25
161258,11676,375700811,7,The Executioner's Song,NORMAN MAILER,http://images.amazon.com/images/P/0375700811.01.LZZZZZZZ.jpg,Vintage,25
161491,11676,375758992,10,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,http://images.amazon.com/images/P/0375758992.01.LZZZZZZZ.jpg,Random House Trade Paperbacks,21
161702,11676,380400634,7,The Enchanted Land,Jude Deveraux,http://images.amazon.com/images/P/0380400634.01.LZZZZZZZ.jpg,Avon,23
161728,11676,380470845,9,The Fulfillment,LaVyrle Spencer,http://images.amazon.com/images/P/0380470845.01.LZZZZZZZ.jpg,Avon,22
161817,11676,380700247,9,The Ghostway,Tony Hillerman,http://images.amazon.com/images/P/0380700247.01.LZZZZZZZ.jpg,Avon Books,21
162150,11676,380722704,6,Charms for Easy Life,Kaye Gibbons,http://images.amazon.com/images/P/0380722704.01.LZZZZZZZ.jpg,Avon,26
162255,11676,380724979,10,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,http://images.amazon.com/images/P/0380724979.01.LZZZZZZZ.jpg,Avon,21
162402,11676,380732661,8,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,http://images.amazon.com/images/P/0380732661.01.LZZZZZZZ.jpg,Avon,48
162530,11676,380753006,8,Savage Thunder,Johanna Lindsey,http://images.amazon.com/images/P/0380753006.01.LZZZZZZZ.jpg,Avon,28
162606,11676,380756293,6,The Magic of You (Malory Novels (Paperback)),Johanna Lindsey,http://images.amazon.com/images/P/0380756293.01.LZZZZZZZ.jpg,Avon,35
162695,11676,380765462,10,Tombstone Courage: A Joanna Brady Mystery,J.A. Jance,http://images.amazon.com/images/P/0380765462.01.LZZZZZZZ.jpg,Avon,23
162766,11676,380769530,9,Untamed,Elizabeth Lowell,http://images.amazon.com/images/P/0380769530.01.LZZZZZZZ.jpg,Avon,38
162842,11676,380774933,10,Keeper of the Heart,Johanna Lindsey,http://images.amazon.com/images/P/0380774933.01.LZZZZZZZ.jpg,Avon,25
162867,11676,380775840,7,Amber Beach (Donovan),Elizabeth Lowell,http://images.amazon.com/images/P/0380775840.01.LZZZZZZZ.jpg,Avon,26
163046,11676,380792494,8,Devil's Claw,J.A. Jance,http://images.amazon.com/images/P/0380792494.01.LZZZZZZZ.jpg,Avon,23
163103,11676,380794470,10,Dream a Little Dream,Susan Elizabeth Phillips,http://images.amazon.com/images/P/0380794470.01.LZZZZZZZ.jpg,Avon,22
163125,11676,380794489,7,Lady Be Good (Avon Romance),Susan Elizabeth Phillips,http://images.amazon.com/images/P/0380794489.01.LZZZZZZZ.jpg,Avon,21
163285,11676,380804697,8,Paradise Lost,J.A. Jance,http://images.amazon.com/images/P/0380804697.01.LZZZZZZZ.jpg,Avon,26
163335,11676,380805995,8,Kiss of the Bees: A Novel of Suspense,J.A. Jance,http://images.amazon.com/images/P/0380805995.01.LZZZZZZZ.jpg,Avon,26
163363,11676,380807939,7,A Season Beyond a Kiss,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/0380807939.01.LZZZZZZZ.jpg,Avon Trade,28
163472,11676,380811308,8,Skin Deep,Kathleen Cross,http://images.amazon.com/images/P/0380811308.01.LZZZZZZZ.jpg,Avon,20
163645,11676,380819171,8,Head Over Heels,Susan Andersen,http://images.amazon.com/images/P/0380819171.01.LZZZZZZZ.jpg,Avon,27
163713,11676,380820854,5,"To Sir Phillip, With Love",Julia Quinn,http://images.amazon.com/images/P/0380820854.01.LZZZZZZZ.jpg,Avon,27
163740,11676,038082101X,8,Daughter of Fortune: A Novel,Isabel Allende,http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg,HarperTorch,43
163828,11676,038089968X,10,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike,http://images.amazon.com/images/P/038089968X.01.LZZZZZZZ.jpg,Avon,21
163870,11676,380974053,8,Midnight in Ruby Bayou,Elizabeth Lowell,http://images.amazon.com/images/P/0380974053.01.LZZZZZZZ.jpg,William Morrow &amp; Company,24
163917,11676,380977303,8,Partner in Crime,J.A. Jance,http://images.amazon.com/images/P/0380977303.01.LZZZZZZZ.jpg,William Morrow,26
164078,11676,385310161,8,Gai-Jin: A Novel of Japan,James Clavell,http://images.amazon.com/images/P/0385310161.01.LZZZZZZZ.jpg,Bantam Dell Pub Group,22
164106,11676,385312660,10,Second Nature,MICHAEL POLLAN,http://images.amazon.com/images/P/0385312660.01.LZZZZZZZ.jpg,Delta,50
164242,11676,385316887,7,Siberian Light,Robin A. White,http://images.amazon.com/images/P/0385316887.01.LZZZZZZZ.jpg,Bantam Dell Pub Group,20
164262,11676,385316917,8,Special Delivery,Danielle Steel,http://images.amazon.com/images/P/0385316917.01.LZZZZZZZ.jpg,Delacorte Press,27
164289,11676,038531695X,8,The Ghost,Danielle Steel,http://images.amazon.com/images/P/038531695X.01.LZZZZZZZ.jpg,Dell,50
164417,11676,385334729,8,Her Father's House,BELVA PLAIN,http://images.amazon.com/images/P/0385334729.01.LZZZZZZZ.jpg,Delacorte Press,20
164447,11676,038533558X,9,Gone For Good,HARLAN COBEN,http://images.amazon.com/images/P/038533558X.01.LZZZZZZZ.jpg,Delacorte Press,23
164534,11676,385337639,10,Crow Lake (Today Show Book Club #7),Mary Lawson,http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg,Delta,29
164673,11676,385495846,7,Demolition Angel,Robert Crais,http://images.amazon.com/images/P/0385495846.01.LZZZZZZZ.jpg,Doubleday Books,31
164841,11676,385512104,9,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg,Doubleday,35
164897,11676,385721358,8,Look at Me,Jennifer Egan,http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg,Anchor Books/Doubleday,22
165175,11676,394559517,10,Women in His Life,Barbara Taylor Bradford,http://images.amazon.com/images/P/0394559517.01.LZZZZZZZ.jpg,Random House Inc,33
165511,11676,395272211,10,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,http://images.amazon.com/images/P/0395272211.01.LZZZZZZZ.jpg,Houghton Mifflin,80
165703,11676,399132414,8,Patriot Games,Tom Clancy,http://images.amazon.com/images/P/0399132414.01.LZZZZZZZ.jpg,Putnam Publishing Group,33
165736,11676,399135359,7,Seventh Heaven,Alice Hoffman,http://images.amazon.com/images/P/0399135359.01.LZZZZZZZ.jpg,Putnam Pub Group,42
166114,11676,399144714,9,Vector,Robin Cook,http://images.amazon.com/images/P/0399144714.01.LZZZZZZZ.jpg,Putnam Pub Group,59
166196,11676,399146008,5,Shock,Robin Cook,http://images.amazon.com/images/P/0399146008.01.LZZZZZZZ.jpg,G. P. Putnam's Sons,36
166232,11676,399146164,6,Riptide,Catherine Coulter,http://images.amazon.com/images/P/0399146164.01.LZZZZZZZ.jpg,Putnam Publishing Group,87
166465,11676,399148248,9,Midnight Bayou,Nora Roberts,http://images.amazon.com/images/P/0399148248.01.LZZZZZZZ.jpg,Putnam Publishing Group,72
166537,11676,039914840X,8,Three Fates,Nora Roberts,http://images.amazon.com/images/P/039914840X.01.LZZZZZZZ.jpg,Putnam Publishing Group,81
166657,11676,039914868X,8,The Short Forever,Stuart Woods,http://images.amazon.com/images/P/039914868X.01.LZZZZZZZ.jpg,Putnam Adult,22
166735,11676,399149759,9,Flashback,Nevada Barr,http://images.amazon.com/images/P/0399149759.01.LZZZZZZZ.jpg,Putnam Publishing Group,43
166786,11676,399149783,10,Monkeewrench,P. J. Tracy,http://images.amazon.com/images/P/0399149783.01.LZZZZZZZ.jpg,Putnam Publishing Group,25
166889,11676,399150897,8,Blow Fly: A Scarpetta Novel,Patricia Cornwell,http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg,Putnam Publishing Group,40
166929,11676,399151060,8,"Remember When (Roberts, Nora)",Nora Roberts,http://images.amazon.com/images/P/0399151060.01.LZZZZZZZ.jpg,Putnam Publishing Group,23
167142,11676,425074994,9,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,http://images.amazon.com/images/P/0425074994.01.LZZZZZZZ.jpg,Penguin Putnam~mass,31
167174,11676,425080021,10,Dune,Frank Herbert,http://images.amazon.com/images/P/0425080021.01.LZZZZZZZ.jpg,Berkley Publishing Group,29
167220,11676,425090787,5,The Fourth Deadly Sin,Lawrence Sanders,http://images.amazon.com/images/P/0425090787.01.LZZZZZZZ.jpg,Berkley Publishing Group,27
167311,11676,425098605,6,The Vision,Dean R. Koontz,http://images.amazon.com/images/P/0425098605.01.LZZZZZZZ.jpg,Berkley Publishing Group,31
167342,11676,425098648,8,Night Chills,Dean R. Koontz,http://images.amazon.com/images/P/0425098648.01.LZZZZZZZ.jpg,Berkley Publishing Group,34
167585,11676,042511984X,8,The Face of Fear,Dean R. Koontz,http://images.amazon.com/images/P/042511984X.01.LZZZZZZZ.jpg,Berkley Publishing Group,26
167796,11676,425140318,7,Private Pleasures,Lawrence Sanders,http://images.amazon.com/images/P/0425140318.01.LZZZZZZZ.jpg,Berkley Publishing Group,21
167934,11676,425144372,7,Clear and Present Danger,Tom Clancy,http://images.amazon.com/images/P/0425144372.01.LZZZZZZZ.jpg,Berkley Publishing Group,37
167971,11676,425145301,10,McNally's Caper (Archy McNally Novels (Paperback)),Lawrence Sanders,http://images.amazon.com/images/P/0425145301.01.LZZZZZZZ.jpg,Berkley Publishing Group,20
168048,11676,425147584,6,Debt of Honor (Jack Ryan Novels),Tom Clancy,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg,Berkley Publishing Group,59
168107,11676,425150143,5,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,http://images.amazon.com/images/P/0425150143.01.LZZZZZZZ.jpg,Berkley Publishing Group,40
168147,11676,425150445,8,Bitterroot Landing,Sheri Reynolds,http://images.amazon.com/images/P/0425150445.01.LZZZZZZZ.jpg,Berkley Publishing Group,23
168349,11676,425158594,5,Demon Seed,Dean R. Koontz,http://images.amazon.com/images/P/0425158594.01.LZZZZZZZ.jpg,Berkley Publishing Group,35
168384,11676,425158640,7,Idoru,William Gibson,http://images.amazon.com/images/P/0425158640.01.LZZZZZZZ.jpg,Berkley Publishing Group,32
168509,11676,425166619,6,Toxin,Robin Cook,http://images.amazon.com/images/P/0425166619.01.LZZZZZZZ.jpg,Berkley Publishing Group,56
168684,11676,425171272,7,Home Song,Lavyrle Spencer,http://images.amazon.com/images/P/0425171272.01.LZZZZZZZ.jpg,Berkley Publishing Group,39
168802,11676,425174204,7,Fever,Robin Cook,http://images.amazon.com/images/P/0425174204.01.LZZZZZZZ.jpg,Berkley Publishing Group,45
168915,11676,425176932,5,"Breaking Point (Tom Clancy's Net Force, No. 4)",Steve Perry,http://images.amazon.com/images/P/0425176932.01.LZZZZZZZ.jpg,Berkley Publishing Group,24
169199,11676,425189031,9,Portrait in Death,Nora Roberts,http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg,Berkley Publishing Group,50
169441,11676,439049962,5,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,http://images.amazon.com/images/P/0439049962.01.LZZZZZZZ.jpg,Scholastic,24
169667,11676,440115450,9,The Cradle Will Fall,Mary Higgins Clark,http://images.amazon.com/images/P/0440115450.01.LZZZZZZZ.jpg,Dell Publishing Company,58
169755,11676,440127793,7,Galapagos,"Kurt, Jr. Vonnegut",http://images.amazon.com/images/P/0440127793.01.LZZZZZZZ.jpg,Dell,22
169795,11676,440129389,9,"GOOD MOTHER, THE",Sue Miller,http://images.amazon.com/images/P/0440129389.01.LZZZZZZZ.jpg,Dell,24
169846,11676,440146577,9,Loving,Danielle Steel,http://images.amazon.com/images/P/0440146577.01.LZZZZZZZ.jpg,Dell,25
170053,11676,440201926,8,Kaleidoscope,Danielle Steel,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,Dell,69
170135,11676,440203856,7,Zoya,Danielle Steel,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,Dell,59
170195,11676,440204208,6,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,http://images.amazon.com/images/P/0440204208.01.LZZZZZZZ.jpg,Dell,27
170238,11676,440204887,10,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,http://images.amazon.com/images/P/0440204887.01.LZZZZZZZ.jpg,Dell Publishing Company,29
170270,11676,440205573,6,Star,Danielle Steel,http://images.amazon.com/images/P/0440205573.01.LZZZZZZZ.jpg,Dell,40
170449,11676,440215900,10,Walking After Midnight,KAREN ROBARDS,http://images.amazon.com/images/P/0440215900.01.LZZZZZZZ.jpg,Dell,27
170476,11676,440215935,8,Hunter's Moon,Karen Robards,http://images.amazon.com/images/P/0440215935.01.LZZZZZZZ.jpg,Dell Publishing Company,24
170516,11676,440216842,7,The Carousel,Belva Plain,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,Dell,56
170850,11676,440220696,6,Invasion of Privacy,PERRI O'SHAUGHNESSY,http://images.amazon.com/images/P/0440220696.01.LZZZZZZZ.jpg,Dell,20
170965,11676,440224861,10,Irresistible Forces,Danielle Steel,http://images.amazon.com/images/P/0440224861.01.LZZZZZZZ.jpg,Dell Publishing Company,33
171010,11676,440225817,8,Acts of Malice,Perri O'Shaughnessy,http://images.amazon.com/images/P/0440225817.01.LZZZZZZZ.jpg,Island,33
171176,11676,440234727,8,The Loner,Joan Johnston,http://images.amazon.com/images/P/0440234727.01.LZZZZZZZ.jpg,Dell Publishing Company,27
171203,11676,440235154,6,Where You Belong,Barbara Taylor Bradford,http://images.amazon.com/images/P/0440235154.01.LZZZZZZZ.jpg,Dell Publishing Company,31
171275,11676,440236991,9,Leap of Faith,Danielle Steel,http://images.amazon.com/images/P/0440236991.01.LZZZZZZZ.jpg,Dell Publishing Company,36
171311,11676,440237262,8,The Program,Stephen White,http://images.amazon.com/images/P/0440237262.01.LZZZZZZZ.jpg,Dell Publishing Company,28
171339,11676,440237556,10,The Dark Highlander,Karen Marie Moning,http://images.amazon.com/images/P/0440237556.01.LZZZZZZZ.jpg,Dell Publishing Company,23
171645,11676,044098761X,7,A Wind in the Door (Laurel Leaf Books),Madeleine L'Engle,http://images.amazon.com/images/P/044098761X.01.LZZZZZZZ.jpg,Laure Leaf,21
171666,11676,440995779,9,The Witch of Blackbird Pond (Laurel Leaf Books),ELIZABETH GEORGE SPEARE,http://images.amazon.com/images/P/0440995779.01.LZZZZZZZ.jpg,Laure Leaf,21
171743,11676,441004520,9,Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,http://images.amazon.com/images/P/0441004520.01.LZZZZZZZ.jpg,Ace Books,20
171853,11676,441009239,8,Living Dead in Dallas (Southern Vampire Mysteries),Charlaine Harris,http://images.amazon.com/images/P/0441009239.01.LZZZZZZZ.jpg,Ace Books,26
172139,11676,446323527,7,A Taste for Death,P. D. James,http://images.amazon.com/images/P/0446323527.01.LZZZZZZZ.jpg,Warner Books,25
172244,11676,446354732,8,Nothing Lasts Forever,Sidney Sheldon,http://images.amazon.com/images/P/0446354732.01.LZZZZZZZ.jpg,Warner Books,51
172347,11676,446359637,6,Breath of Scandal,Sandra Brown,http://images.amazon.com/images/P/0446359637.01.LZZZZZZZ.jpg,Warner Books,21
172423,11676,446363669,6,The Doomsday Conspiracy,Sidney Sheldon,http://images.amazon.com/images/P/0446363669.01.LZZZZZZZ.jpg,Warner Books,37
172483,11676,446364754,10,Children of the Night,Dan Simmons,http://images.amazon.com/images/P/0446364754.01.LZZZZZZZ.jpg,Warner Books,32
172721,11676,446519138,8,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg,Warner Books,30
172789,11676,446523372,8,Thunderhead,Douglas Preston,http://images.amazon.com/images/P/0446523372.01.LZZZZZZZ.jpg,Warner Books,20
172809,11676,446525731,9,The Christmas Train,David Baldacci,http://images.amazon.com/images/P/0446525731.01.LZZZZZZZ.jpg,Warner Books,26
172902,11676,446527033,8,The Switch,Sandra Brown,http://images.amazon.com/images/P/0446527033.01.LZZZZZZZ.jpg,Warner Books,82
172984,11676,446527165,9,Wish You Well,David Baldacci,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg,Warner Books,84
173179,11676,446602450,7,Spencerville,Nelson DeMille,http://images.amazon.com/images/P/0446602450.01.LZZZZZZZ.jpg,Warner Books,21
173209,11676,446602612,5,The Poet,Michael Connelly,http://images.amazon.com/images/P/0446602612.01.LZZZZZZZ.jpg,Warner Books,32
173241,11676,446602698,8,The Juror,George Dawes Green,http://images.amazon.com/images/P/0446602698.01.LZZZZZZZ.jpg,Warner Books,31
173310,11676,446605409,10,Plum Island,Nelson DeMille,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg,Warner Books,57
173381,11676,446606189,9,Cat &amp; Mouse (Alex Cross Novels),James Patterson,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg,Warner Books,74
173460,11676,446606383,8,The Midnight Club,James Patterson,http://images.amazon.com/images/P/0446606383.01.LZZZZZZZ.jpg,Warner Vision,46
173509,11676,446607207,10,Tell Me Your Dreams,Sidney Sheldon,http://images.amazon.com/images/P/0446607207.01.LZZZZZZZ.jpg,Warner Vision,51
173580,11676,446607711,9,The Simple Truth,David Baldacci,http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg,Warner Books,85
173738,11676,446610550,10,The Playboy,Carly Phillips,http://images.amazon.com/images/P/0446610550.01.LZZZZZZZ.jpg,Warner Forever,49
173856,11676,446611476,8,Stone Kiss,Faye Kellerman,http://images.amazon.com/images/P/0446611476.01.LZZZZZZZ.jpg,Warner Books,32
173930,11676,446611921,10,The Millionaires,Brad Meltzer,http://images.amazon.com/images/P/0446611921.01.LZZZZZZZ.jpg,Warner Vision,30
173989,11676,446612626,7,Reversible Errors,Scott Turow,http://images.amazon.com/images/P/0446612626.01.LZZZZZZZ.jpg,Warner Vision,22
174372,11676,449005909,9,Nightshade,John Saul,http://images.amazon.com/images/P/0449005909.01.LZZZZZZZ.jpg,Ballantine Books,39
174411,11676,449006522,8,Manhattan Hunt Club,JOHN SAUL,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg,Ballantine Books,34
174905,11676,449213943,8,All Quiet on the Western Front,Erich Maria Remarque,http://images.amazon.com/images/P/0449213943.01.LZZZZZZZ.jpg,Ballantine Books,26
174940,11676,449215024,8,Sacred and Profane (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,http://images.amazon.com/images/P/0449215024.01.LZZZZZZZ.jpg,Fawcett Books,32
175009,11676,449216861,5,Silence in Hanover Close,Anne Perry,http://images.amazon.com/images/P/0449216861.01.LZZZZZZZ.jpg,Fawcett Books,28
175050,11676,449217205,7,Straight,Dick Francis,http://images.amazon.com/images/P/0449217205.01.LZZZZZZZ.jpg,Fawcett Books,26
175135,11676,449219569,6,Comeback,Dick Francis,http://images.amazon.com/images/P/0449219569.01.LZZZZZZZ.jpg,Fawcett Books,32
175190,11676,449223604,5,M Is for Malice,Sue Grafton,http://images.amazon.com/images/P/0449223604.01.LZZZZZZZ.jpg,Fawcett Books,72
175295,11676,449225151,9,A Place Called Freedom,Ken Follett,http://images.amazon.com/images/P/0449225151.01.LZZZZZZZ.jpg,Fawcett Books,31
175493,11676,449911691,9,Oldest Living Confederate Widow Tells All,ALLAN GURGANUS,http://images.amazon.com/images/P/0449911691.01.LZZZZZZZ.jpg,Ballantine Books,47
175639,11676,451125452,10,Salem's Lot,Stephen King,http://images.amazon.com/images/P/0451125452.01.LZZZZZZZ.jpg,Signet Book,28
175796,11676,451166604,10,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,http://images.amazon.com/images/P/0451166604.01.LZZZZZZZ.jpg,Signet Book,26
176042,11676,451179188,8,Throat,Peter Straub,http://images.amazon.com/images/P/0451179188.01.LZZZZZZZ.jpg,Signet Book,24
176070,11676,451180062,6,Abuse of Power,Nancy Taylor Rosenberg,http://images.amazon.com/images/P/0451180062.01.LZZZZZZZ.jpg,Signet Book,31
176305,11676,451193261,8,The Policy,Patrick Lynch,http://images.amazon.com/images/P/0451193261.01.LZZZZZZZ.jpg,Signet Book,20
176525,11676,451202856,8,Nothing but the Truth,John T. Lescroart,http://images.amazon.com/images/P/0451202856.01.LZZZZZZZ.jpg,Signet Book,23
176554,11676,451203070,8,Tending Roses,Lisa Wingate,http://images.amazon.com/images/P/0451203070.01.LZZZZZZZ.jpg,New American Library,22
176583,11676,451204530,9,Code to Zero,Ken Follett,http://images.amazon.com/images/P/0451204530.01.LZZZZZZZ.jpg,Signet Book,33
176616,11676,451204956,9,Bad Boy,Olivia Goldsmith,http://images.amazon.com/images/P/0451204956.01.LZZZZZZZ.jpg,Signet Book,31
176675,11676,451205626,8,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods,http://images.amazon.com/images/P/0451205626.01.LZZZZZZZ.jpg,Signet Book,24
176699,11676,451205731,7,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,http://images.amazon.com/images/P/0451205731.01.LZZZZZZZ.jpg,New American Library,21
176811,11676,451206711,7,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,http://images.amazon.com/images/P/0451206711.01.LZZZZZZZ.jpg,Signet Book,24
176892,11676,451207645,8,The Oath,John Lescroart,http://images.amazon.com/images/P/0451207645.01.LZZZZZZZ.jpg,Signet Book,43
176958,11676,451208811,5,Blood Orchid,Stuart Woods,http://images.amazon.com/images/P/0451208811.01.LZZZZZZZ.jpg,Signet Book,20
177038,11676,451210743,7,Hornet Flight,Ken Follett,http://images.amazon.com/images/P/0451210743.01.LZZZZZZZ.jpg,Signet Book,28
177464,11676,451454243,9,The Forest House,Marion Zimmer Bradley,http://images.amazon.com/images/P/0451454243.01.LZZZZZZZ.jpg,Roc,29
177592,11676,451523326,9,Jane Eyre,Charlotte Bronte,http://images.amazon.com/images/P/0451523326.01.LZZZZZZZ.jpg,Signet Classics,37
177659,11676,451523733,9,Adventures of Huckleberry Finn,Mark Twain,http://images.amazon.com/images/P/0451523733.01.LZZZZZZZ.jpg,New Amer Library Classics,34
177781,11676,452266564,9,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,http://images.amazon.com/images/P/0452266564.01.LZZZZZZZ.jpg,Plume Books,33
177885,11676,452279178,10,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,http://images.amazon.com/images/P/0452279178.01.LZZZZZZZ.jpg,Plume Books,56
177998,11676,452283442,8,The Darwin Awards: Evolution in Action,Wendy Northcutt,http://images.amazon.com/images/P/0452283442.01.LZZZZZZZ.jpg,Plume Books,22
178467,11676,515103969,10,The Endearment,LaVyrle Spencer,http://images.amazon.com/images/P/0515103969.01.LZZZZZZZ.jpg,Jove Books,31
178573,11676,515114049,6,Fall from Grace,Andrew M. Greeley,http://images.amazon.com/images/P/0515114049.01.LZZZZZZZ.jpg,Jove Books,24
178814,11676,515120618,9,Montana Sky,Nora Roberts,http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg,Jove Books,59
178873,11676,515121843,9,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg,Jove Books,60
178949,11676,515122491,8,The Maze,Catherine Coulter,http://images.amazon.com/images/P/0515122491.01.LZZZZZZZ.jpg,Jove Books,38
179186,11676,515128554,8,Heart of the Sea (Irish Trilogy),Nora Roberts,http://images.amazon.com/images/P/0515128554.01.LZZZZZZZ.jpg,Jove Books,74
179260,11676,515129224,8,Soft Focus,Jayne Ann Krentz,http://images.amazon.com/images/P/0515129224.01.LZZZZZZZ.jpg,Jove Books,22
179361,11676,515131091,8,Out of This World,J. D. Robb,http://images.amazon.com/images/P/0515131091.01.LZZZZZZZ.jpg,Jove Books,32
179408,11676,051513290X,5,Summer of Storms,Judith Kelman,http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg,Jove Books,23
179512,11676,051513399X,10,Smoke in Mirrors,Jayne Ann Krentz,http://images.amazon.com/images/P/051513399X.01.LZZZZZZZ.jpg,Jove Books,22
179536,11676,515134368,7,The Penwyth Curse,Catherine Coulter,http://images.amazon.com/images/P/0515134368.01.LZZZZZZZ.jpg,Jove Books,32
179581,11676,515134384,8,The Cat Who Went Up the Creek,Lilian Jackson Braun,http://images.amazon.com/images/P/0515134384.01.LZZZZZZZ.jpg,Jove Books,28
179609,11676,515134465,10,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,http://images.amazon.com/images/P/0515134465.01.LZZZZZZZ.jpg,Jove Books,42
179694,11676,515135739,5,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,http://images.amazon.com/images/P/0515135739.01.LZZZZZZZ.jpg,Jove Books,40
179750,11676,051513595X,7,The Arraignment,Steve Martini,http://images.amazon.com/images/P/051513595X.01.LZZZZZZZ.jpg,Jove Pubns,20
179838,11676,515136379,7,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg,Jove Books,62
179900,11676,515136530,10,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg,Jove Pubns,63
180086,11676,517595745,7,Dave Barry Is Not Making This Up,Dave Barry,http://images.amazon.com/images/P/0517595745.01.LZZZZZZZ.jpg,Random House Inc,26
180489,11676,553054414,10,People Like Us,Barbara Cohen,http://images.amazon.com/images/P/0553054414.01.LZZZZZZZ.jpg,Random House Childrens Books,25
180524,11676,553076256,8,Half Asleep in Frog Pajamas,Tom Robbins,http://images.amazon.com/images/P/0553076256.01.LZZZZZZZ.jpg,Bantam Books,20
180554,11676,553095161,8,Silent Treatment,Michael Palmer,http://images.amazon.com/images/P/0553095161.01.LZZZZZZZ.jpg,Bantam Dell Pub Group,47
180653,11676,553109839,9,The Patient,Michael Palmer,http://images.amazon.com/images/P/0553109839.01.LZZZZZZZ.jpg,Bantam Books,39
180699,11676,553111531,9,Darkness Peering,Alice Blanchard,http://images.amazon.com/images/P/0553111531.01.LZZZZZZZ.jpg,Bantam Dell Pub Group,26
